Visual Mean,Visual SEM,Auditory Mean,Auditory SEM
318.7135416666667,7.554592803721514,269.5705365053157,6.4059190139178845
310.772047393176,6.646374766431772,258.77778076171876,6.967202608638702
298.51504952566967,5.482452877515366,263.591806640625,5.902733758760592
340.4078800702336,6.358085693101438,291.4191721906566,5.83781875520434
328.7732789344394,5.528186165333981,263.15421803792316,5.757290995970834
349.9888777585374,6.885001160749216,275.8579549984056,6.560300163207214
350.5924844547194,7.148427636738102,306.2438348067434,5.773841515691029
280.9195581552934,6.579287724256016,205.43632963514818,4.357588121156911
362.09542083740234,7.4747429936238206,292.77796189328456,5.600034883742183
317.55921681722003,6.143297315706379,226.1209880396263,3.6465381776187873
