Visual Mean,Visual SEM,Auditory Mean,Auditory SEM
411.5451814350329,10.139670828427802,390.3725660674426,11.409059134243293
368.4038060238487,10.099174904668605,362.4287965125644,12.175035187822811
356.94010752255156,7.567958291058625,350.26904800257734,12.197130666446702
403.71151572779604,7.532570833000566,439.5509464764836,10.287678164294642
425.0694879025829,9.07440554536291,312.7061050257732,5.742496211948818
410.32700709292766,8.038778486061272,357.41615125868054,8.881342865173002
417.3971132220644,13.672690450274997,476.7921727498372,17.502730745639678
312.98803459246136,6.286944100311348,279.678220031082,6.060996258716481
442.3891339045699,8.904700039545645,353.93664805094403,6.254357250575609
368.50508880615234,8.28720869340198,307.3031412760417,6.77927459964311
