131
16,29051016,29581356,1,1,1
17,30300824,30634364,3,3,1
18,31737940,32435632,1,1,1
1725978241.000,3890272
trialNum,ObjShowTime,ReactionTime,StimType,Guess,Correct
1,9144188,9636848,2,2,1
2,10216180,10562584,3,3,1
3,11572016,11972812,3,3,1
4,12957324,13352304,1,1,1
5,14042808,14367100,1,1,1
6,15311516,15637536,3,3,1
7,16145976,16576936,3,3,1
8,17650372,17941932,3,3,1
9,19370456,19704548,1,1,1
10,20259056,20714128,1,1,1
11,21318588,21767584,3,3,1
12,22809112,23089952,2,2,1
13,24320460,24604688,2,2,1
14,25797240,26132180,1,1,1
15,27480684,27750084,2,1,0
16,29076632,29468408,1,1,1
17,30182876,30513396,3,3,1
18,31082956,31522796,1,1,1
19,32950352,33288404,1,1,1
20,33810904,34289212,2,2,1
21,35228768,35595244,1,1,1
22,36791796,37068068,1,2,0
23,37807608,38234308,1,1,1
24,39254812,39731488,2,2,1
25,40576040,40922252,1,1,1
26,41466716,41877680,3,3,1
27,43272164,43629004,3,3,1
28,44691564,45010880,1,1,1
29,45786400,46261760,2,2,1
30,46769316,47172264,1,1,1
31,48656804,48964804,1,1,1
32,49678356,49960224,1,1,1
33,50461772,50766572,1,1,1
34,51638072,51982696,2,2,1
35,52907260,53193416,1,1,1
36,54018916,54243676,2,2,1
37,55353148,55646144,3,3,1
38,56523632,56775860,3,3,1
39,57368424,57796876,1,1,1
40,59020340,59347600,3,3,1
41,60421132,60965700,2,2,1
42,61491208,61821220,2,2,1
43,62843696,63231352,3,3,1
44,64436876,64951384,2,2,1
45,66367936,66645260,1,1,1
46,67698812,68114288,1,1,1
47,68868828,69143172,1,1,1
48,69885712,70169472,1,1,1
49,70876020,71138732,1,1,1
50,71998240,72210728,2,2,1
51,73195240,73597184,2,2,1
52,74802704,74996672,2,2,1
53,75692160,76003180,3,3,1
54,77492748,77872040,1,1,1
55,78387588,78740872,1,1,1
56,79297380,79765844,2,2,1
57,80901408,81203576,1,1,1
58,82543124,82864760,1,1,1
59,84093268,84391212,2,2,1
60,85499676,85780376,3,3,1
61,87233948,87577852,1,1,1
62,88917316,89139136,3,3,1
63,90179636,90544476,3,3,1
64,91492996,92211448,2,2,1
65,93560924,93882208,3,2,0
66,95232772,95604468,1,1,1
67,96623008,96902264,1,1,1
68,98191772,98528432,2,3,0
69,99703984,100188860,1,1,1
70,100872380,101297488,3,3,1
71,102219068,102537272,3,3,1
72,103902852,104166140,3,3,1
73,105354804,105745724,1,1,1
74,106405268,106816824,3,3,1
75,107703448,107910352,2,2,1
76,108660000,109208536,1,1,1
77,109876172,110155496,1,1,1
78,111473128,111794396,1,1,1
79,112459036,112791448,1,1,1
80,113765092,114085972,1,1,1
81,114913576,115456288,2,2,1
82,116587888,116872112,2,2,1
83,117474760,118016112,1,1,1
84,119271740,119657568,1,1,1
85,121110168,121382696,2,3,0
86,121971268,122237264,3,3,1
87,123368884,123955356,2,2,1
88,124864000,125388088,1,1,1
89,126128676,126483084,2,2,1
90,127158688,127439836,2,2,1
91,128624488,129080676,1,1,1
92,129742268,130010948,2,2,1
93,131319588,131523896,1,1,1
94,132579448,132948248,3,3,1
95,134054868,134439040,2,2,1
96,135735596,136124812,3,3,1
97,136949392,137515132,3,3,1
98,138547784,138806292,1,1,1
99,139925848,140277052,3,3,1
100,141499640,141876488,3,3,1
101,142694112,142997124,3,3,1
102,143516756,143832060,3,3,1
103,144729768,145067488,1,1,1
104,145713088,146053108,3,3,1
105,147027740,147270960,3,3,1
