23,544,38798932,1,1,1
1725458592.000,3352852
trialNum,ObjShowTime,ReactionTime,StimType,Guess,Correct
1,6864812,7304292,1,1,1
2,8806500,9117876,2,2,1
3,10148088,10497108,2,1,0
4,11967436,12328464,1,1,1
5,12922772,13349552,1,1,1
6,14336856,14689004,1,1,1
7,15626280,16143384,3,3,1
8,17025704,17465804,1,1,1
9,18225140,18785992,3,3,1
10,19791316,20072656,2,2,1
11,21339036,21894232,3,3,1
12,23389588,23914724,2,2,1
13,25236104,25592272,1,1,1
14,26967628,27468172,2,2,1
15,28368556,28922144,1,1,1
16,30355496,30811548,2,2,1
17,32241908,32762844,3,3,1
18,33391232,33825700,1,1,1
19,34907076,35284100,1,1,1
20,36319452,36623352,1,1,1
21,37969736,38438612,2,2,1
22,39532944,39858412,3,2,0
23,40813804,41387396,2,3,0
24,42072776,42662124,2,2,1
25,43591496,44035252,3,3,1
26,45197604,46109800,2,2,1
27,46628156,47011420,2,2,1
28,48217776,48723856,3,3,1
29,49826252,50305324,2,2,1
30,51500700,52020912,3,3,1
31,52716264,53152092,3,3,1
32,54346476,54763532,3,3,1
33,56115908,56524832,3,3,1
34,57874208,58240320,3,3,1
35,59331672,59900100,2,2,1
36,60437532,60943560,3,3,1
37,61811912,62216748,3,3,1
38,62984104,63461836,1,1,1
39,64876220,65383372,3,3,1
40,66114736,66574156,2,2,1
41,67512484,67935240,2,2,1
42,69281616,69795528,1,1,1
43,70871880,71433140,3,3,1
44,72333504,72818276,1,1,1
45,73496600,74221276,2,2,1
46,75707608,76087544,1,1,1
47,77289924,77852360,2,2,1
48,78873688,79488988,1,1,1
49,80324412,80881988,3,3,1
50,81419344,82024784,2,2,1
51,82625164,83279204,2,2,1
52,84455564,85003728,3,3,1
53,86278084,86700716,2,2,1
54,87975044,88352932,2,2,1
55,89426284,89928852,1,1,1
56,90513228,91068212,3,3,1
57,92168540,92719956,1,1,1
58,93343320,93931464,3,3,1
59,94888852,95353044,2,2,1
60,96297428,96707144,2,2,1
61,97233508,97652672,3,3,1
62,98434104,99028340,3,3,1
63,100531736,100982756,1,1,1
64,101689228,102000740,1,1,1
65,103088184,103870876,2,2,1
66,104970296,105410284,1,1,1
67,106329724,106720308,1,1,1
68,107614776,108048348,3,3,1
69,108983828,109385628,3,3,1
70,110143100,110610952,1,1,1
71,111409372,111859728,2,2,1
72,112721172,113183040,3,3,1
73,113695512,114240348,2,2,1
74,115462824,115870264,3,3,1
75,116945748,117301156,3,3,1
76,117824608,118191148,3,3,1
77,118705624,119100292,1,1,1
78,119900772,120397784,3,3,1
79,121510240,121875616,3,3,1
80,122501088,122904396,2,2,1
81,124154868,125053812,2,2,1
82,125606260,126025088,1,1,1
83,126659532,127095376,3,3,1
84,128290824,129076508,1,1,1
85,130201956,130581796,2,2,1
86,131932248,132575144,1,1,1
87,133940592,134349208,2,3,0
88,134983692,135551376,2,2,1
89,136147820,136521784,2,2,1
90,137621252,138018404,1,1,1
91,138673848,139205924,3,3,1
92,140486396,140985624,1,1,1
93,141838100,142455400,2,2,1
94,143644820,144135272,1,1,1
95,144732748,145118924,1,1,1
96,146596372,147109196,2,2,1
97,148160648,148734416,2,2,1
98,149990836,150436916,2,2,1
99,151378392,151837148,3,3,1
100,152907600,153528456,2,2,1
101,154422008,154788324,2,2,1
102,155413788,156018708,3,3,1
103,156663228,157068928,1,1,1
104,158408420,158853160,2,2,1
105,160305676,160652944,2,2,1
106,161386432,161763592,1,1,1
107,162952112,163593952,2,2,1
108,164652416,165069304,2,2,1
109,165883792,166437840,3,3,1
110,167601332,168070740,1,1,1
111,169332224,169943632,1,1,1
112,170978120,171452620,3,3,1
113,172321116,172800188,2,2,1
114,173384740,173847472,2,2,1
115,175082996,175807768,3,3,1
116,176680268,177016072,1,1,1
117,177554564,178108524,2,2,1
118,179589040,179972940,2,2,1
119,181224464,181626580,3,3,1
120,182889072,183494152,2,2,1
121,184088616,184508892,1,1,1
122,185119380,185425052,1,1,1
123,186754568,187185560,3,3,1
124,188412024,188792116,2,2,1
125,189891612,190255176,2,2,1
126,191075664,191611228,1,1,1
127,192516764,193043784,1,1,1
128,194424304,194799820,3,2,0
129,195948336,196518468,2,2,1
130,197352968,197740996,3,3,1
131,199202484,199575516,2,2,1
132,200892036,201417956,1,1,1
133,202733472,203116876,3,2,0
134,204229364,204696596,1,1,1
135,206159088,206567576,3,3,1
136,208052088,208499652,2,2,1
137,209423168,209984868,1,1,1
138,211426332,211939156,3,3,1
139,212998684,213503160,2,2,1
140,214532716,215059640,3,3,1
141,215953152,216373912,3,3,1
142,217543404,218041884,1,1,1
143,218865368,219291256,1,1,1
144,220715748,221135832,3,3,1
145,222464328,222796328,2,2,1
146,224025792,224477396,2,2,1
147,225795912,226163512,2,2,1
148,227568004,228058284,1,1,1
149,229488772,229846780,3,3,1
150,231339272,231677884,1,1,1
151,232466400,232891156,3,3,1
152,233646684,234470244,1,1,1
153,235086804,235596316,2,2,1
154,236312784,236694160,2,2,1
155,238164652,238570488,1,1,1
156,239668008,240268596,1,1,1
157,241092124,241487588,2,2,1
158,242514052,242860988,3,3,1
159,244050516,244539176,3,3,1
160,245541696,246009344,2,2,1
161,246811808,247153044,2,2,1
162,248045532,248627948,3,3,1
163,249566444,249937096,1,1,1
164,250657620,251107088,2,3,0
165,251694612,252712180,2,2,1
166,253565740,254000180,2,2,1
167,254513704,254938436,2,2,1
168,255532956,255865000,2,2,1
169,257240492,257612492,2,2,1
170,258839956,259249040,3,3,1
171,259957556,260364812,3,3,1
172,261561300,262007100,1,1,1
173,263258628,263677836,1,1,1
174,265075356,265620012,2,2,1
175,266309496,266595544,1,2,0
176,267201060,267579272,2,1,0
177,268935792,269440624,3,3,1
178,270933088,271846700,3,3,1
179,273084260,273421024,1,1,1
180,274886512,275246044,3,2,0
181,276041560,276478584,1,1,1
182,277864076,278369040,2,2,1
183,279485536,280339640,3,3,1
184,281180156,281664100,3,3,1
185,282951588,283304844,3,3,1
186,284509340,284935392,2,2,1
187,285915912,286473712,2,2,1
188,287128204,287479668,1,1,1
189,288121164,288582016,3,3,1
190,289510484,289941284,3,3,1
191,291428808,291892736,3,3,1
192,292438244,293036224,2,2,1
193,294127716,294566828,1,1,1
194,295526344,296036180,2,2,1
195,297314676,297856936,3,3,1
196,299059432,299547772,1,1,1
197,300929260,301292644,1,1,1
198,302260160,302681164,2,2,1
199,303871680,304221844,2,2,1
200,305508336,305957072,1,1,1
201,306578572,307066756,3,3,1
202,308174260,308923340,1,1,1
203,309565836,310046156,2,2,1
204,310675620,311203104,3,3,1
205,312232660,312711504,3,1,0
206,314017972,314425716,2,2,1
207,315318208,315712028,3,3,1
208,316834520,317181388,3,3,1
209,318100860,318661372,3,3,1
210,319200892,319762004,2,2,1
211,320424504,320842656,2,2,1
